median_tpm_Liver	median_tpm_Other	LO	gene
4.191	2.742	1.52844638949672	IL2RG
30.475	8.02	3.7998753117207	SLC16A2
31.54	24.81	1.27126158806933	MAGT1
19.94	7.359	2.70960728359831	TSPAN6
4.685	3.033	1.54467523903726	TIMM8A
1.1925	0.3733	3.19448165014733	NXF3
28.605	4.49	6.37082405345212	RNF128
2.2575	1.753	1.28779235596121	TBC1D8B
2.9035	2.345	1.23816631130064	NXT2
59.065	33.84	1.74541962174941	PLS3
46.82	27.66	1.69269703543022	IL13RA1
203.95	50.84	4.01160503540519	PGRMC1
1.85	0.4828	3.83181441590721	GLUD2
5.298	0.9494	5.58036654729303	TENM1
4.8445	0.9457	5.12266046314899	XPNPEP2
17.575	11.12	1.58048561151079	ZDHHC9
38.61	23.91	1.61480552070263	AIFM1
22.455	14.49	1.54968944099379	RAP2C
9.232	2.556	3.61189358372457	MBNL3
8.6295	3.917	2.2030890988001	ATP11C
19.19	5.484	3.49927060539752	HMGB3
20.885	13.64	1.53115835777126	NSDHL
3.169	0.6704	4.72702863961814	PNMA6A
4.0465	3.286	1.23143639683506	IKBKG
10.955	7.575	1.44620462046205	F8A1
40520	32260	1.25604463732176	MT-CO1
49560	31900	1.55360501567398	MT-CO2
29935	21740	1.37695492180313	MT-ATP8
51825	35530	1.45862651280608	MT-ATP6
44570	36350	1.22613480055021	MT-CO3
19265	14590	1.32042494859493	MT-ND3
26085	15980	1.63235294117647	MT-ND4L
58775	35860	1.63901282766313	MT-ND4
31645	23810	1.32906341873163	MT-CYB
